Word		Original_root		Predicted_root
पूर्व		पूर्व		पूर्व
केंद्रीय		केंद्रीय		केंद्रीय
मंत्री		मंत्री		मंत्री
और		और		और
मुंगेर		मुंगेर		मुंगेर
से		से		से
राजद		राजद		राजद
सांसद		सांसद		सांसद
जयप्रकाश		जयप्रकाश		जबप्रकाश
नारायण		नारायण		नारायण
यादव		यादव		यादव
ने		ने		ने
मंगलवार		मंगलवार		मंगलवार
को		को		को
अपने		अपना		अपना
भाई		भाई		भाई
और		और		और
राजद		राजद		राजद
के		का		का
उम्मीदवार		उम्मीदवार		उमममीदवार
विजय		विजय		विजय
प्रकाश		प्रकाश		प्रकाश
को		को		को
पुलिस		पुलिस		पुलिस
हिरासत		हिरासत		हिरासत
से		से		से
फरार		फरार		फरार
कराने		करा		करा
में		में		में
मदद		मदद		मदद
करने		कर		कर
के		का		का
मामले		मामला		मामला
में		में		में
एक		एक		एक
स्थानीय		स्थानीय		स्थानीय
अदालत		अदालत		अदालत
के		के		का
समक्ष		समक्ष		समक्ष
समर्पण		समर्पण		समर्पण
कर		कर		कर
दिया		दे		दे
।		।		।
यादव		यादव		यादव
इस		यह		यह
महीने		महीना		महीन
नए		नया		न
सिरे		सिरा		सिरा
से		से		से
गैर		गैर		गैर
जमानती		जमानती		जनानती
