Word		Original_feature		Predicted_feature
،		punc		punc
جوائنٹ		n		n
سکریٹریز		n		n
رگھو		n		n
گجویل		n		n
،		punc		punc
NULL		unk		unk
سرینواس		n		n
NULL		unk		unk
کلچرل		n		n
آرگنائزرس		n		n
کی		psp		psp
حیثیت		n		n
سے		psp		psp
محمد		n		n
محبوب		n		n
قریشی		n		n
کنگٹی		n		n
،		punc		punc
NULL		unk		unk
سدھاکر		n		n
ریڈی		n		n
سدی		n		n
پیٹ		n		n
کے		psp		psp
علاوہ		psp		psp
خاذن		n		n
کی		psp		psp
حیثیت		n		n
سے		psp		psp
وینکاٹیشم		n		n
ویلدرتی		n		n
کا		psp		psp
بلا		avy		n
مقابلہ		n		n
انتخاب		n		n
عمل		n		n
مےں		psp		psp
آیا		v		v
۔		punc		punc
مستقر		n		n
گجویل		n		n
مےں		psp		psp
مشتبہ		adj		adj
حالت		n		n
مےں		psp		psp
اےک		num		num
نوجوان		adj		adj
خاتون		n		n
فوت		n		n
ہو		v		v
گئی		v		v
۔		punc		punc
توگٹہ		n		n
منڈل		n		n
کے		psp		psp
دیہاتوں		n		n
کی		psp		psp
ترقی		n		n
کے		psp		psp
لئے		psp		psp
حکومت		n		n
کی		psp		psp
جانب		nst		nst
سے		psp		psp
تیرھویں		num		adj
سالانہ		adj		adj
منصوبہ		n		n
کے		psp		psp
تحت		psp		psp
سات		num		num
لاکھ		num		num
41		num		num
ہزار		num		num
روپیوں		n		n
کی		psp		psp
منظوری		adj		n
عمل		n		n
مےں		psp		psp
آئی		v		v
۔		punc		punc
یہ		pn		pn
بات		n		n
توگٹہ		n		n
منڈل		n		n
ڈیولپمنٹ		n		n
آفیسر		n		n
سری		n		n
کانت		n		n
نے		psp		psp
بتائی		v		v
۔		punc		punc
ایم		n		n
ڈی		n		n
او		n		n
سریکانت		n		n
نے		psp		psp
کہا		v		v
کہ		avy		avy
اس		pn		pn
منظورشدہ		adj		adj
رقم		n		n
کو		psp		psp
توگٹہ		n		n
منڈل		n		n
کے		psp		psp
دیہاتوں		n		n
مےں		psp		psp
عوام		n		n
کو		psp		psp
محفوظ		adj		adj
پینے		n		v
کے		psp		psp
پانی		n		n
NULL		unk		unk
صاف		n		adj
صفائی		n		n
کے		psp		psp
علاوہ		psp		psp
دیہی		adj		adj
عوام		n		n
کو		psp		psp
بنیادی		adj		adj
سہولتیں		n		n
فراہم		adj		adj
کرنے		v		v
مےں		psp		psp
خرچ		n		n
کی		v		v
جائیگی		v		v
۔		punc		punc
مستقر		n		adj
گجویل		n		n
مےں		psp		psp
مشتبہ		adj		adj
حالت		n		n
مےں		psp		psp
اےک		num		num
نوجوان		adj		adj
خاتون		n		n
فوت		n		n
ہو		v		v
گئی		v		v
۔		punc		punc
ہر		avy		adj
سال		n		n
کی		psp		psp
طرح		psp		psp
اس		pn		pn
سال		n		n
بھی		avy		avy
گورنمنٹ		n		n
کالج		n		n
بودھن		n		n
مےں		psp		psp
انٹر		n		n
سال		n		n
دوم		num		n
اردو		n		n
میڈیم		n		n
کے		psp		psp
نتائج		n		n
91		num		num
فیصد		n		n
رہے		v		v
۔		punc		punc
پرنسپل		n		n
گورنمنٹ		n		n
جونیر		n		n
کالج		n		n
بودھن		n		n
جناب		avy		avy
رشید		n		n
بیگ		n		n
کی		psp		psp
اطلاع		n		n
کے		psp		psp
بموجب		psp		psp
ایم		n		n
پی		n		n
سی		n		n
گروپ		n		n
مےں		psp		psp
933		num		num
نشانات		n		n
کے		psp		psp
ساتھ		psp		nst
طالبہ		n		n
فرحانہ		n		adj
بیگم		n		n
نے		psp		psp
گورنمنٹ		n		n
جونیر		n		n
کالجس		n		n
مےں		psp		psp
پہلا		num		num
اور		avy		avy
ضلع		n		n
مےں		psp		psp
چوتھا		num		adj
مقام		n		n
حاصل		n		n
کیا		v		v
اور		avy		avy
بودھن		n		n
شہر		n		n
کی		psp		psp
سطح		n		n
پر		psp		psp
اردو		n		n
میڈیم		n		n
مےں		psp		psp
پہلا		num		num
رینک		n		n
حاصل		n		n
کیا		v		v
۔		punc		punc
اسی		pn		pn
طرح		n		n
سی		n		n
ای		n		n
سی		n		n
مےں		psp		psp
830		num		num
نشانات		n		n
اور		avy		avy
بی		n		n
پی		n		n
سی		n		n
مےں		psp		psp
811		num		num
نشانات		n		n
حاصل		n		n
کرتے		v		v
ہوئے		v		v
جونیر		n		n
کالج		n		n
بودھن		n		n
نے		psp		psp
بہترین		adj		adj
مظاہرہ		n		n
کیا		v		v
۔		punc		punc
پرنسپل		n		n
رشید		n		n
بیگ		n		n
نے		psp		psp
تمام		avy		avy
سرپرستوں		n		n
اور		avy		avy
لکچرر		n		n
صاحبان		n		n
کو		psp		psp
مبارکباد		n		n
پیش		nst		nst
کی		v		v
ہے		v		v
۔		punc		punc
انھوں		pn		pn
نے		psp		psp
کہا		v		v
کہ		avy		avy
اولیائے		n		n
طلبہ		n		n
تعلیمی		adj		adj
معیار		n		n
کے		psp		psp
لئے		psp		psp
پرائیویٹ		adj		n
کالج		n		n
کے		psp		psp
بجائے		psp		avy
گورنمنٹ		n		n
جونیر		n		n
کالج		n		n
مےں		psp		psp
داخلہ		n		n
دلوائیں		v		v
۔		punc		punc
انھوں		pn		pn
نے		psp		psp
تفصیلات		n		n
بتاتے		v		v
ہوئے		v		v
کہا		v		v
کہ		avy		avy
دیگر		adj		adj
پرائیویٹ		n		n
کالجس		n		n
سے		psp		psp
اچھا		adj		adj
مظاہرہ		n		n
کرنے		v		v
والے		psp		psp
طالبہ		n		n
فرحانہ		n		adj
بیگم		n		n
اےک		num		num
پنٹر		n		n
کی		psp		psp
بیٹی		n		n
ہے		v		v
۔		punc		punc
کالج		n		n
مےں		psp		psp
صد		n		pn
فیصد		n		n
حاضری		n		adj
اور		avy		avy
کسی		pn		pn
دوسرے		adj		adj
ٹیوشن		n		n
و		avy		avy
کوچنگ		n		n
کے		psp		psp
بغیر		avy		avy
933		num		num
نشانات		n		n
حاصل		n		n
کرتے		v		v
ہوئے		v		v
دوسروں		n		n
کے		psp		psp
لئے		psp		psp
مثال		n		n
بنی		v		v
ہے		v		v
۔		punc		punc
اس		pn		pn
طالبہ		n		n
نے		psp		psp
حساب		n		n
مےں		psp		psp
دونوں		num		num
برسوں		n		n
مےں		psp		psp
150		num		num
مےں		psp		psp
150		num		num
نشانات		n		n
حاصل		n		n
کئے		v		v
۔		punc		punc
پرنسپل		n		n
نے		psp		psp
اس		pn		pn
بات		n		n
پر		psp		psp
اطمینان		n		n
کا		psp		psp
اظہار		n		n
کیا		v		v
کہ		avy		avy
ہر		avy		adj
مضمون		n		n
مےں		psp		psp
کامیابی		n		n
کا		psp		psp
تناسب		n		n
96		num		num
فیصد		n		n
سے		psp		psp
زائد		adj		adj
ہے		v		v
۔		punc		punc
انھوں		pn		pn
نے		psp		psp
کہا		v		v
کہ		avy		avy
اردو		n		n
میڈیم		n		n
کے		psp		psp
طلبہ		n		n
اگر		avy		avy
انگریزی		n		n
مےں		psp		psp
اچھا		adj		adj
مظاہرہ		n		n
کریں		v		v
تو		avy		avy
وہ		pn		pn
ریاستی		adj		adj
رینکس		n		n
حاصل		n		n
کر		v		v
سکتے		v		v
ہیں		v		v
۔		punc		punc
انگریزی		n		n
مےں		psp		psp
کامیابی		n		n
کا		psp		psp
تناسب		n		n
86		num		num
فیصد		n		n
رہا		v		v
۔		punc		punc
جامع		n		n
مسجد		n		n
کمیٹی		n		n
صدر		n		n
جناب		avy		avy
محمد		n		n
فصیح		n		n
الدین		n		n
اور		avy		avy
معتمد		adj		n
کمیٹی		n		n
محمد		n		n
جمال		n		n
شریف		n		n
ایڈوکیٹ		n		n
نے		psp		psp
ریاستی		adj		adj
وزیر		n		n
آئی		n		n
ٹی		n		n
مسٹر		avy		avy
پنالہ		n		n
لکشمیا		n		n
اور		avy		avy
مارکٹ		n		n
کمیٹی		n		n
چیرمین		n		n
وائی		n		n
سدھاکر		n		n
کی		psp		psp
گلپوشی		n		n
کی		v		v
اور		avy		avy
مارکٹ		n		n
چیرمین		n		n
کو		psp		psp
مبارکباد		n		n
پیش		nst		nst
کی		v		v
۔		punc		punc
دورہ		n		n
کے		psp		psp
موقع		n		n
پر		psp		psp
ڈی		n		n
ایس		n		n
پی		n		n
جنگاؤں		n		n
ناگراج		n		n
کی		psp		psp
نگرانی		n		n
مےں		psp		psp
پولیس		n		n
کا		psp		psp
معقول		adj		adj
بندوبست		n		n
تھا		v		v
۔		punc		punc
سرکل		n		n
انسپکٹر		n		n
ٹاؤن		n		n
جتیندر		n		n
،		punc		punc
NULL		unk		unk
رورل		n		n
سرکل		n		n
انسپکٹر		n		n
جنگاؤں		n		n
شیخ		n		n
اسماعیل		n		n
کے		psp		psp
علاوہ		psp		psp
دیگر		adj		adj
پولیس		n		n
کے		psp		psp
عہدہ_دار		n		adj
بھی		avy		avy
موجود		adj		adj
تھے		v		v
۔		punc		punc
اس		pn		pn
سرکس		n		n
کی		psp		psp
افتتاحی		adj		adj
تقریب		n		n
مےں		psp		psp
محمد		n		n
عباس		n		n
،		punc		punc
خواجہ		n		n
نصیرالدین		n		n
،		punc		punc
NULL		unk		unk
عبدالرحیم		n		n
بابا		n		n
کے		psp		psp
علاوہ		psp		psp
کئی		avy		avy
مہمان		n		n
شریک		adj		adj
تھے		v		v
۔		punc		punc
محمد		n		n
اکبر		n		n
صدر		n		n
وقف		n		n
کامپلکس		n		n
,		punc		punc
NULL		unk		unk
محمد		n		n
ذکی		n		n
نائب		n		n
صدر		n		n
عیدگاہ		n		n
کمیٹی		n		n
مہمان		n		n
خصوصی		adj		n
کی		psp		psp
حیثیت		n		n
سے		psp		psp
شرکت		n		n
کی		v		v
۔		punc		punc
اس		pn		pn
موقع		n		n
پر		psp		psp
شہریان		n		n
محبوب		n		n
نگر		n		n
کی		psp		psp
کثیر		adj		adj
تعداد		n		n
موجود		adj		adj
تھی		v		v
۔		punc		punc
مرزا		n		n
جاوید		n		adj
بیگ		n		n
منیجر		n		n
سرکس		n		n
نے		psp		psp
مہمانوں		n		n
کا		psp		psp
استقبال		n		n
کرتے		v		v
ہوئے		v		v
بتایا		v		v
کہ		avy		avy
اس		pn		pn
سرکس		n		n
مےں		psp		psp
ایسے		pn		pn
کرتب		n		n
موجود		adj		adj
ہےں		v		v
جو		pn		pn
کبھی		pn		pn
نہیں		avy		avy
دیکھے		v		v
گئے		v		v
۔		punc		punc
اس		pn		pn
سرکس		n		n
کی		psp		psp
افتتاحی		adj		adj
تقریب		n		n
مےں		psp		psp
محمد		n		n
عباس		n		n
،		punc		punc
خواجہ		n		n
نصیرالدین		n		n
،		punc		punc
NULL		unk		unk
عبدالرحیم		n		n
بابا		n		n
کے		psp		psp
علاوہ		psp		psp
کئی		avy		avy
مہمان		n		n
شریک		adj		adj
تھے		v		v
۔		punc		punc
حلیم		n		n
بابر		n		n
صدر		n		n
بزم		n		n
کہکشاں		n		n
کے		psp		psp
بموجب		psp		psp
،		punc		punc
خاندان		n		n
معروف		adj		adj
ولی		n		n
حضرت		n		avy
نعمت		n		n
اللہ		n		n
قادری		n		n
پرگی		n		n
سے		psp		psp
وابستہ		adj		adj
جواں		adj		pn
سال		n		n
میر		n		n
شعیب		n		n
علی		n		n
کی		psp		psp
اپنے		pn		pn
وطن		n		n
عزیز		adj		n
مےں		psp		psp
چند		avy		avy
ماہ		n		n
قیام		n		n
کے		psp		psp
بعد		nst		nst
واپسی		n		adj
جدہ		n		n
سعودی		n		n
عرب		n		n
پر		psp		psp
اےک		num		num
وداعی		adj		adj
تقریب		n		n
کا		psp		psp
انعقاد		n		n
3		n		n
مئی		n		n
بروز		psp		n
منگل		n		n
بمقام		psp		adj
کہکشاں		n		n
ہال		n		n
نیو		n		n
ٹاؤن		n		n
عمل		n		n
مےں		psp		psp
آ		v		v
رہا		v		v
ہے		v		v
NULL		unk		unk
جس		pn		pn
کی		psp		psp
صدارت		n		n
مولانا		n		n
غوث		n		n
محی		n		n
الدین		n		n
المعروف		n		adv
معلوم		n		adj
شاہ		n		n
کریں_گے		v		v
۔		punc		punc
مہمان		n		n
خصوصی		adj		n
کی		psp		psp
حیثیت		n		n
سے		psp		psp
مسرز		avy		avy
محسن		n		n
پاشاہ		n		n
قادری		n		n
،		punc		punc
ایم		n		n
اے		n		n
نعیم		n		n
سیٹھ		n		n
،		punc		punc
NULL		unk		unk
غلام		n		n
حامد		n		n
خان		n		n
نقش_بندی		n		n
شرکت		n		n
کریں_گے		v		v
۔		punc		punc
ڈاکٹر		adv		n
سلیم		n		n
عابدی		n		n
نظامت		n		n
کے		psp		psp
فرائض		n		n
انجام		n		n
دیں_گے		v		v
۔		punc		punc
حلیم		n		n
بابر		n		n
داعی		n		n
نے		psp		psp
شرکت		n		n
کی		psp		psp
خواہش		n		n
کی		v		v
ہے		v		v
۔		punc		punc
کڑپہ		n		n
رکن		n		n
پارلیمان		n		n
اور		avy		avy
کڑپہ		n		n
رکن		n		n
اسمبلی		n		n
انتخابات		n		n
مےں		psp		psp
وائی		n		n
ایس		n		n
آر		n		n
کانگریس		n		n
قائدین		n		n
ماں		n		n
اور		avy		avy
بیٹے		n		n
کو		psp		psp
بھاری		adj		adj
اکثریت		n		n
سے		psp		psp
کامیابی		n		n
دلانے		v		v
کی		psp		psp
کڑپہ		n		n
مسلم		adj		adj
اقلیتوں		n		n
سے		psp		psp
شیخ		n		n
چاند		n		n
وائی		n		n
ایس		n		n
آر		n		n
کانگریس		n		n
تعلقہ		n		n
صدر		n		n
نے		psp		psp
اپیل		n		n
کی		v		v
۔		punc		punc
وائی		n		n
ایس		n		n
آر		n		n
تعلقہ		n		n
صدر		n		n
شیخ		n		n
چاند		n		n
کی		psp		psp
نگرانی		n		n
مےں		psp		psp
سرپور		n		n
ٹاؤن		n		n
قائدین		n		n
نے		psp		psp
کڑپہ		n		n
انتخابات		n		n
مےں		psp		psp
حصہ		n		n
لینے		v		v
کے		psp		psp
لئے		psp		psp
روانہ		adj		adj
ہوئے		v		v
۔		punc		punc
وائی		n		n
ایس		n		n
آر		n		n
کانگریس		n		n
قائد		n		n
شیخ		n		n
چاند		n		n
نے		psp		psp
کڑپہ		n		n
روانہ		adj		adj
ہونے		v		v
سے		psp		psp
قبل		nst		nst
نمائندہ		n		adj
سیاست		n		n
سے		psp		psp
بات		n		n
کرتے		v		v
ہوئے		v		v
کہا		v		v
کہ		avy		avy
وائی		n		n
ایس		n		n
راج		n		n
شیکھر		n		n
ریڈی		n		n
کی		psp		psp
عوامی		adj		adj
خدمات		n		n
کو		psp		psp
فراموش		adj		adj
نہیں		avy		avy
کیا		v		v
جا		v		v
سکتا		v		v
کیونکہ		avy		avy
ان		pn		pn
کے		psp		psp
دور		n		n
حکومت		n		n
مےں		psp		psp
تمام		avy		avy
طبقہ		n		n
کے		psp		psp
لوگوں		n		n
کے		psp		psp
مسائل		n		n
کی		psp		psp
یکسوئی		n		n
NULL		unk		unk
اور		avy		avy
خاص		adj		adj
طور		n		n
پر		psp		psp
مسلم		adj		adj
اقلیتوں		n		n
کے		psp		psp
لئے		psp		psp
چار		num		num
فیصد		n		n
تحفظات		n		n
دے		v		v
کر		v		v
مسلم		adj		adj
دوست		n		n
ہونے		v		v
کا		psp		psp
ثبوت		n		n
دیا		v		v
تھا		v		v
۔		punc		punc
صفا		n		pn
بیت		n		n
المال		n		n
ورنگل		n		n
کے		psp		psp
زیر		nst		nst
اہتمام		n		n
حسب		adv		n
سابق		adj		adj
موسم		n		n
گرما		n		n
مےں		psp		psp
ایم		n		n
جی		n		n
ایم		n		n
دواخانہ		n		n
مےں		psp		psp
پانی		n		n
پلانے		v		v
کا		psp		psp
انتظام		n		n
کیا		v		v
گیا		v		v
ہے		v		v
۔		punc		punc
ایم		n		n
جی		n		n
ایم		n		n
دواخانہ		n		n
مےں		psp		psp
آج		n		n
ڈاکٹر		n		n
اشوک		n		n
کمار		n		n
سپرنٹنڈنٹ		n		n
کے		psp		psp
ہاتھوں		n		n
اس		pn		pn
آبدار		n		n
خانہ		n		n
کا		psp		psp
افتتاح		n		n
عمل		n		n
مےں		psp		psp
آیا		v		v
۔		punc		punc
اس		pn		pn
اختتامی		adj		adj
تقریب		n		n
مےں		psp		psp
ڈاکٹر		n		n
منوہر		n		n
،		punc		punc
پروفیسر		n		n
و		avy		avy
ڈاکٹر		n		n
ناگیشور		n		n
راؤ		n		n
،		punc		punc
مولانا		n		n
محمد		n		n
فصیح		n		n
الدین		n		n
قاسمی		n		n
،		punc		punc
قاری		n		n
سی		n		n
شبیر		n		n
احمد		n		n
،		punc		punc
عبدالقھار		n		n
،		punc		punc
حافظ		n		n
محمد		n		n
شاہد		n		n
احمد		n		n
،		punc		punc
عبدالرزاق		n		n
،		punc		punc
حافظ		n		n
سید		n		n
صادق		n		n
حسین		n		n
،		punc		punc
محمد		n		n
شکیل		n		n
،		punc		punc
عبدالرحیم		n		n
و		avy		avy
ڈاکٹرس		n		n
اور		avy		avy
عوام		n		n
کی		psp		psp
کثیر		adj		adj
تعداد		n		n
شریک		adj		adj
رہی		v		v
۔		punc		punc
مولانا		n		n
محمد		n		n
یوسف		n		n
شریف		n		adj
حسامی		n		n
کی		psp		psp
رقت_انگیز		adj		adj
دعا		n		n
پر		psp		psp
اس		pn		pn
تقریب		n		n
کا		psp		psp
اختتام		n		n
عمل		n		n
مےں		psp		psp
آیا		v		v
۔		punc		punc
کسانوں		n		n
کو		psp		psp
کانگریس		n		n
حکومت		n		n
نے		psp		psp
مفت		adj		adj
برقی		n		n
سربراہ		adj		n
کرتے		v		v
ہوئے		v		v
اےک		num		num
بڑا		adj		adj
کارنامہ		n		n
انجام		n		n
دیا		v		v
۔		punc		punc
اس		pn		pn
موقع		n		n
پر		psp		psp
صدر		n		n
مہیلا		n		n
کانگریس		n		n
ورنگل		n		n
وائی		n		n
نتالی		n		n
،		punc		punc
آر		n		n
ڈی		n		n
او		n		n
جنگاؤں		n		n
ہریتا		n		n
،		punc		punc
اے		n		n
ڈی		n		n
اے		n		n
جنگاؤں		n		n
سید		n		n
عبدالقیوم		n		n
،		punc		punc
اقلیتی		n		adj
قائدین		n		n
محمد		n		n
مظہر		n		n
شریف		n		n
،		punc		punc
محمد		n		n
انور		n		n
،		punc		punc
محمد		n		n
ابراہیم		n		n
،		punc		punc
جمال		n		n
شریف		n		n
ایڈوکیٹ		n		n
,		punc		punc
NULL		unk		unk
صدر		n		n
جامع		n		n
مسجد		n		n
کمیٹی		n		n
الحاج		n		n
محمد		n		n
فصیح		n		n
الدین		n		n
کے		psp		psp
علاوہ		psp		psp
دیگر		adj		adj
قائدین		n		n
بھی		avy		avy
موجود		adj		adj
تھے		v		v
۔		punc		punc
ریاستی		adj		adj
وزیر		n		n
آئی		n		n
ٹی		n		n
مسٹر		avy		avy
پنالہ		n		n
لکشمیا		n		n
نے		psp		psp
جنگاؤں		n		n
مارکٹ		n		n
کمیٹی		n		n
کی		psp		psp
حلف_برداری		adj		n
تقریب		n		n
مےں		psp		psp
مہمان		n		n
خصوصی		adj		n
کی		psp		psp
حیثیت		n		n
سے		psp		psp
شرکت		adj		n
کرتے		v		v
ہوئے		v		v
ان		pn		pn
خیالات		n		n
کا		psp		psp
اظہار		n		n
کیا		v		v
۔		punc		punc
انھوں		pn		pn
نے		psp		psp
کہا		v		v
کہ		avy		avy
جنگاؤں		n		n
مارکٹ		n		n
کمیٹی		n		n
کے		psp		psp
احاطہ		n		n
مےں		psp		psp
اےک		num		num
نئی		adj		adj
بلڈنگ		n		n
تعمیر		n		n
کی		v		v
گئی		v		v
۔		punc		punc
دھان		n		n
اور		avy		avy
دیگر		adj		adj
اناج		n		n
کا		psp		psp
ذخیرہ		n		n
کرنے		v		v
کے		psp		psp
لئے		psp		psp
گودام		n		n
بنائے		v		v
گئے		v		v
۔		punc		punc
120		num		num
کروڑ		num		num
روپیوں		n		n
کی		psp		psp
لاگت		n		n
سے		psp		psp
افزائش		n		n
مویشیان		n		n
کے		psp		psp
محکمہ		n		n
کو		psp		psp
ترقی		n		n
دینے		v		v
کے		psp		psp
لئے		psp		psp
مرکز		n		n
سے		psp		psp
منظور		adj		adj
کروایا		v		v
گیا		v		v
ہے		v		v
۔		punc		punc
یہاں		pn		pn
پر		psp		psp
کسانوں		n		n
کو		psp		psp
ہر		avy		adj
طرح		n		n
کی		psp		psp
ترقی		n		n
دینے		v		v
کے		psp		psp
لئے		psp		psp
مدد		n		n
کی		v		v
جائےگی		v		v
۔		punc		punc
ریاستی		adj		adj
وزیر		n		n
لکشمیا		n		n
نے		psp		psp
کہا		v		v
کہ		avy		avy
جنگاؤں		n		n
کے		psp		psp
عوام		n		n
کے		psp		psp
لئے		psp		psp
پینے		v		v
کا		psp		psp
پانی		n		n
گوداوری		n		n
ندی		n		n
کا		psp		psp
لفٹ		n		n
ایریگیشن		n		n
کے		psp		psp
تحت		psp		psp
چیٹا		n		n
کوڈور		n		n
کے		psp		psp
پاس		nst		nst
سے		psp		psp
